indivisible tag,text,image,href,datetime
"<a href=""https://www.thehindu.com/news/cities/Hyderabad/"">
Hyderabad
</a>","
Hyderabad
",,https://www.thehindu.com/news/cities/Hyderabad/,
"<a href=""https://www.thehindu.com/news/cities/Hyderabad/"">Hyderabad
</a>","Hyderabad
",,https://www.thehindu.com/news/cities/Hyderabad/,
"<a href=""https://www.thehindu.com/news/cities/Hyderabad/"">Hyderabad
</a>","Hyderabad
",,https://www.thehindu.com/news/cities/Hyderabad/,
"<a href=""https://www.thehindu.com/news/cities/Hyderabad/"">Hyderabad
</a>","Hyderabad
",,https://www.thehindu.com/news/cities/Hyderabad/,
"<a href=""https://www.thehindu.com/news/cities/Hyderabad/"">Hyderabad
</a>","Hyderabad
",,https://www.thehindu.com/news/cities/Hyderabad/,
"<a href=""https://www.thehindu.com/news/cities/Kochi/"">
Kochi
</a>","
Kochi
",,https://www.thehindu.com/news/cities/Kochi/,
"<a href=""https://www.thehindu.com/news/cities/Kochi/"">Kochi
</a>","Kochi
",,https://www.thehindu.com/news/cities/Kochi/,
"<a href=""https://www.thehindu.com/news/cities/Kochi/"">Kochi
</a>","Kochi
",,https://www.thehindu.com/news/cities/Kochi/,
"<img alt=""Telegram"" class=""lazy"" src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://www.thehindu.com/theme/images/th-online/telegram-icon.svg"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<img alt=""Telegram"" class=""lazy"" src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://www.thehindu.com/theme/images/th-online/telegram-icon.svg"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/e20fe0/article66800002.ece/alternates/SQUARE_80/10214_1_5_2023_17_47_39_1_IMG_20230430_WA0002.JPG"" data-original=""https://th-i.thgim.com/public/incoming/e20fe0/article66800002.ece/alternates/SQUARE_80/10214_1_5_2023_17_47_39_1_IMG_20230430_WA0002.JPG"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""
A cottage being sealed in Udhagamandalam for not obtaining any permission."" title=""
A cottage being sealed in Udhagamandalam for not obtaining any permission."" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/illegal-cottages-sealed-in-the-nilgiris/article66799737.ece""> Illegal cottages sealed in the Nilgiris </a>", Illegal cottages sealed in the Nilgiris ,,https://www.thehindu.com/news/cities/Coimbatore/illegal-cottages-sealed-in-the-nilgiris/article66799737.ece,
"<a href=""https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/"" class=""person-name lnk""> The Hindu Bureau</a>", The Hindu Bureau,,https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/illegal-cottages-sealed-in-the-nilgiris/article66799737.ece""> Illegal cottages sealed in the Nilgiris </a>", Illegal cottages sealed in the Nilgiris ,,https://www.thehindu.com/news/cities/Coimbatore/illegal-cottages-sealed-in-the-nilgiris/article66799737.ece,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/2pz5i8/article66799963.ece/alternates/SQUARE_80/90092_10-6-2020_17-53-30_1_NAVEEN_PATNAIK_1.JPG"" data-original=""https://th-i.thgim.com/public/incoming/2pz5i8/article66799963.ece/alternates/SQUARE_80/90092_10-6-2020_17-53-30_1_NAVEEN_PATNAIK_1.JPG"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""Chief Minister of Odisha Naveen Patnaik. "" title=""Chief Minister of Odisha Naveen Patnaik. "" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/after-bihar-odisha-govt-begins-backward-class-survey/article66799843.ece""> After Bihar, Odisha govt. begins Backward Class survey </a>"," After Bihar, Odisha govt. begins Backward Class survey ",,https://www.thehindu.com/news/national/other-states/after-bihar-odisha-govt-begins-backward-class-survey/article66799843.ece,
"<a class=""person-name no-lnk""> PTI</a>", PTI,,,
"<a href=""https://www.thehindu.com/news/national/other-states/after-bihar-odisha-govt-begins-backward-class-survey/article66799843.ece""> After Bihar, Odisha govt. begins Backward Class survey </a>"," After Bihar, Odisha govt. begins Backward Class survey ",,https://www.thehindu.com/news/national/other-states/after-bihar-odisha-govt-begins-backward-class-survey/article66799843.ece,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/ffugnh/article66799922.ece/alternates/SQUARE_80/10214_1_5_2023_14_35_34_1_IMG_20230501_142801.JPG"" data-original=""https://th-i.thgim.com/public/incoming/ffugnh/article66799922.ece/alternates/SQUARE_80/10214_1_5_2023_14_35_34_1_IMG_20230501_142801.JPG"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""Tourists boarding a circuit bus on Garden road in Udhagamandalam on Monday."" title=""Tourists boarding a circuit bus on Garden road in Udhagamandalam on Monday."" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/tnstcs-circuit-buses-a-big-hit-among-tourists-in-udhagamandalam/article66799804.ece""> TNSTC’s circuit buses a big hit among tourists in Udhagamandalam </a>", TNSTC’s circuit buses a big hit among tourists in Udhagamandalam ,,https://www.thehindu.com/news/cities/Coimbatore/tnstcs-circuit-buses-a-big-hit-among-tourists-in-udhagamandalam/article66799804.ece,
"<a href=""https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/"" class=""person-name lnk""> The Hindu Bureau</a>", The Hindu Bureau,,https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/tnstcs-circuit-buses-a-big-hit-among-tourists-in-udhagamandalam/article66799804.ece""> TNSTC’s circuit buses a big hit among tourists in Udhagamandalam </a>", TNSTC’s circuit buses a big hit among tourists in Udhagamandalam ,,https://www.thehindu.com/news/cities/Coimbatore/tnstcs-circuit-buses-a-big-hit-among-tourists-in-udhagamandalam/article66799804.ece,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/womb2c/article66799908.ece/alternates/SQUARE_80/20230321143L.jpg"" data-original=""https://th-i.thgim.com/public/incoming/womb2c/article66799908.ece/alternates/SQUARE_80/20230321143L.jpg"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""Rashtriya Lok Janata Dal Chief Upendra Kushwaha."" title=""Rashtriya Lok Janata Dal Chief Upendra Kushwaha."" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/national/other-states/"">Other States
</a>","Other States
",,https://www.thehindu.com/news/national/other-states/,
"<a href=""https://www.thehindu.com/news/national/other-states/nitish-will-fail-in-uniting-opposition-says-kushwaha-pledges-not-to-merge-party/article66799848.ece""> Nitish will fail in uniting opposition, says Kushwaha; pledges not to merge Party </a>"," Nitish will fail in uniting opposition, says Kushwaha; pledges not to merge Party ",,https://www.thehindu.com/news/national/other-states/nitish-will-fail-in-uniting-opposition-says-kushwaha-pledges-not-to-merge-party/article66799848.ece,
"<a href=""https://www.thehindu.com/profile/author/Amit--Bhelari-18400/"" class=""person-name lnk"">Amit Bhelari</a>",Amit Bhelari,,https://www.thehindu.com/profile/author/Amit--Bhelari-18400/,
"<a href=""https://www.thehindu.com/news/national/other-states/nitish-will-fail-in-uniting-opposition-says-kushwaha-pledges-not-to-merge-party/article66799848.ece""> Nitish will fail in uniting opposition, says Kushwaha; pledges not to merge Party </a>"," Nitish will fail in uniting opposition, says Kushwaha; pledges not to merge Party ",,https://www.thehindu.com/news/national/other-states/nitish-will-fail-in-uniting-opposition-says-kushwaha-pledges-not-to-merge-party/article66799848.ece,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/91lw5w/article66799882.ece/alternates/SQUARE_80/2023-05-01T090038Z_126998396_RC2IP0ADR878_RTRMADP_3_UKRAINE-CRISIS-ATTACK-PAVLOHRAD.JPG"" data-original=""https://th-i.thgim.com/public/incoming/91lw5w/article66799882.ece/alternates/SQUARE_80/2023-05-01T090038Z_126998396_RC2IP0ADR878_RTRMADP_3_UKRAINE-CRISIS-ATTACK-PAVLOHRAD.JPG"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""A local resident Liubov Vasylieva, 77, reacts as she stands among remains in a yard of her house hit by a Russian military strike, amid Russia’s attack on Ukraine, in the town of Pavlohrad, Dnipropetrovsk region, Ukraine."" title=""A local resident Liubov Vasylieva, 77, reacts as she stands among remains in a yard of her house hit by a Russian military strike, amid Russia’s attack on Ukraine, in the town of Pavlohrad, Dnipropetrovsk region, Ukraine."" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/international/"">World
</a>","World
",,https://www.thehindu.com/news/international/,
"<a href=""https://www.thehindu.com/news/international/russia-missile-attack-on-ukraine-injures-34-damages-homes/article66799835.ece""> Russia missile attack on Ukraine injures 34, damages homes </a>"," Russia missile attack on Ukraine injures 34, damages homes ",,https://www.thehindu.com/news/international/russia-missile-attack-on-ukraine-injures-34-damages-homes/article66799835.ece,
"<a class=""person-name no-lnk""> AP</a>", AP,,,
"<a href=""https://www.thehindu.com/news/international/russia-missile-attack-on-ukraine-injures-34-damages-homes/article66799835.ece""> Russia missile attack on Ukraine injures 34, damages homes </a>"," Russia missile attack on Ukraine injures 34, damages homes ",,https://www.thehindu.com/news/international/russia-missile-attack-on-ukraine-injures-34-damages-homes/article66799835.ece,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/4yhz24/article66773024.ece/alternates/SQUARE_80/CB24__Cattle_Festival_20.jpg"" data-original=""https://th-i.thgim.com/public/incoming/4yhz24/article66773024.ece/alternates/SQUARE_80/CB24__Cattle_Festival_20.jpg"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt="""" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/this-cattle-fair-in-tamil-nadu-goes-back-over-1000-years/article66799862.ece""> Watch | This cattle fair in Tamil Nadu goes back over 1,000 years </a>"," Watch | This cattle fair in Tamil Nadu goes back over 1,000 years ",,https://www.thehindu.com/news/cities/Coimbatore/this-cattle-fair-in-tamil-nadu-goes-back-over-1000-years/article66799862.ece,
"<a href=""https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/"" class=""person-name lnk""> The Hindu Bureau</a>", The Hindu Bureau,,https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/this-cattle-fair-in-tamil-nadu-goes-back-over-1000-years/article66799862.ece""> Watch | This cattle fair in Tamil Nadu goes back over 1,000 years </a>"," Watch | This cattle fair in Tamil Nadu goes back over 1,000 years ",,https://www.thehindu.com/news/cities/Coimbatore/this-cattle-fair-in-tamil-nadu-goes-back-over-1000-years/article66799862.ece,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/"">Coimbatore
</a>","Coimbatore
",,https://www.thehindu.com/news/cities/Coimbatore/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/tasmac-salesman-robbed-of-outlets-money-amounting-to-738-lakh-near-coimbatore/article66799759.ece""> TASMAC salesman robbed of outlet’s money amounting to ₹7.38 lakh near Coimbatore </a>", TASMAC salesman robbed of outlet’s money amounting to ₹7.38 lakh near Coimbatore ,,https://www.thehindu.com/news/cities/Coimbatore/tasmac-salesman-robbed-of-outlets-money-amounting-to-738-lakh-near-coimbatore/article66799759.ece,
"<a href=""https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/"" class=""person-name lnk""> The Hindu Bureau</a>", The Hindu Bureau,,https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/,
"<a href=""https://www.thehindu.com/news/cities/Coimbatore/tasmac-salesman-robbed-of-outlets-money-amounting-to-738-lakh-near-coimbatore/article66799759.ece""> TASMAC salesman robbed of outlet’s money amounting to ₹7.38 lakh near Coimbatore </a>", TASMAC salesman robbed of outlet’s money amounting to ₹7.38 lakh near Coimbatore ,,https://www.thehindu.com/news/cities/Coimbatore/tasmac-salesman-robbed-of-outlets-money-amounting-to-738-lakh-near-coimbatore/article66799759.ece,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/auvr7i/article66799819.ece/alternates/SQUARE_80/_DSC1572.jpg"" data-original=""https://th-i.thgim.com/public/incoming/auvr7i/article66799819.ece/alternates/SQUARE_80/_DSC1572.jpg"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""BJP National President J P Nadda, former CM B.S. Yediyurappa, state President Nalin Kumar Kateel, Chief Minister Basavaraj Bommai, Union Minister Shobha Karandlaje and other senior party leaders release the BJP manifesto ahead of Karnataka elections 2023, in Bengaluru on May 01, 2023. "" title=""BJP National President J P Nadda, former CM B.S. Yediyurappa, state President Nalin Kumar Kateel, Chief Minister Basavaraj Bommai, Union Minister Shobha Karandlaje and other senior party leaders release the BJP manifesto ahead of Karnataka elections 2023, in Bengaluru on May 01, 2023. "" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/newsletter/karnataka-today/"">Karnataka Today
</a>","Karnataka Today
",,https://www.thehindu.com/newsletter/karnataka-today/,
"<a href=""https://www.thehindu.com/newsletter/karnataka-today/here-are-the-big-stories-from-karnataka-today/article66799787.ece""> Here are the big stories from Karnataka today </a>", Here are the big stories from Karnataka today ,,https://www.thehindu.com/newsletter/karnataka-today/here-are-the-big-stories-from-karnataka-today/article66799787.ece,
"<a href=""https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/"" class=""person-name lnk""> The Hindu Bureau</a>", The Hindu Bureau,,https://www.thehindu.com/profile/author/The-Hindu-Bureau-14355/,
"<a href=""https://www.thehindu.com/newsletter/karnataka-today/here-are-the-big-stories-from-karnataka-today/article66799787.ece""> Here are the big stories from Karnataka today </a>", Here are the big stories from Karnataka today ,,https://www.thehindu.com/newsletter/karnataka-today/here-are-the-big-stories-from-karnataka-today/article66799787.ece,
"<a href=""https://www.thehindu.com/newsletter/karnataka-today/"">Karnataka Today
</a>","Karnataka Today
",,https://www.thehindu.com/newsletter/karnataka-today/,
"<img src=""https://www.thehindu.com/theme/images/th-online/1x1_spacer.png"" data-src-template=""https://th-i.thgim.com/public/incoming/46k0tl/article66799806.ece/alternates/SQUARE_80/2023-04-28T112901Z_671232383_RC2NJZ9QP65C_RTRMADP_3_UN-RIGHTS-RUSSIA.JPG"" data-original=""https://th-i.thgim.com/public/incoming/46k0tl/article66799806.ece/alternates/SQUARE_80/2023-04-28T112901Z_671232383_RC2NJZ9QP65C_RTRMADP_3_UN-RIGHTS-RUSSIA.JPG"" data-device-variant=""SQUARE~SQUARE~SQUARE~SQUARE"" alt=""File photo of the United Nations building during the Human Rights Council in Geneva. Several nations on May 1 raised the issue of migrant attacks, racial profiling and religious intolerance in France."" title=""File photo of the United Nations building during the Human Rights Council in Geneva. Several nations on May 1 raised the issue of migrant attacks, racial profiling and religious intolerance in France."" class=""media-object lazy adaptive placeholder lazy"" width=""100%"" height=""100%"">",,https://www.thehindu.com/theme/images/th-online/1x1_spacer.png,,
"<a href=""https://www.thehindu.com/news/international/"">World
</a>","World
",,https://www.thehindu.com/news/international/,
"<a href=""https://www.thehindu.com/news/international/france-slammed-at-united-nations-over-racism-police-violence/article66799791.ece""> France slammed at United Nations over racism, police violence </a>"," France slammed at United Nations over racism, police violence ",,https://www.thehindu.com/news/international/france-slammed-at-united-nations-over-racism-police-violence/article66799791.ece,
"<a class=""person-name no-lnk""> AFP</a>", AFP,,,
"<a href=""https://www.thehindu.com/news/international/france-slammed-at-united-nations-over-racism-police-violence/article66799791.ece""> France slammed at United Nations over racism, police violence </a>"," France slammed at United Nations over racism, police violence ",,https://www.thehindu.com/news/international/france-slammed-at-united-nations-over-racism-police-violence/article66799791.ece,
